,년도,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,연봉
199,2015,심수창,롯데 자이언츠,-0.15,39,0,0,6,4,6,5,3,73.1,56,49,340,99,14,0,9,29,4,3,76,0,14,0
200,2015,허준혁,롯데 자이언츠,-0.15,3,0,0,0,0,0,0,0,1.2,5,4,12,6,2,0,0,0,0,0,0,0,0,0
201,2015,김병현,기아 타이거즈,-0.19,23,0,0,8,0,5,0,2,49.0,38,38,232,67,12,0,7,18,1,11,38,1,0,0
202,2015,윤강민,NC 다이노스,-0.19,2,0,0,0,0,0,0,0,1.0,5,5,8,2,0,0,0,3,0,1,1,0,0,0
203,2015,이정민,롯데 자이언츠,-0.2,34,0,0,0,1,4,1,5,44.2,34,29,212,59,10,0,4,31,2,2,36,0,7,0
204,2015,정재훈,롯데 자이언츠,-0.2,10,0,0,0,0,0,0,0,6.1,8,5,40,16,2,0,1,6,0,0,5,0,0,0
205,2015,장민재,한화 이글스,-0.2,4,0,0,0,0,0,0,0,4.0,8,8,25,9,1,1,1,7,1,0,3,0,2,0
206,2015,이종석,기아 타이거즈,-0.21,2,0,0,0,0,0,0,0,4.0,8,7,24,10,2,0,2,2,0,0,3,0,0,0
207,2015,이윤학,kt wiz,-0.21,2,0,0,0,0,0,0,0,3.0,8,8,20,9,3,0,2,2,0,0,4,0,0,0
208,2015,김기태,삼성 라이온즈,-0.21,23,0,0,0,3,0,0,0,29.1,25,23,131,36,8,1,11,10,0,0,23,0,1,0
209,2015,이준형,LG 트윈스,-0.23,4,0,0,2,0,2,0,0,5.2,7,4,35,7,0,0,1,9,1,1,5,0,4,0
210,2015,이창재,kt wiz,-0.24,38,0,0,0,0,1,0,3,33.0,30,25,151,38,8,0,8,12,1,2,32,0,3,0
211,2015,이승호,NC 다이노스,-0.25,1,0,0,1,0,1,0,0,1.0,4,4,7,3,1,0,0,1,0,0,1,0,0,35000
212,2015,임현준,삼성 라이온즈,-0.25,7,0,0,0,0,0,0,0,6.1,10,8,33,11,3,1,3,2,0,0,6,0,1,0
213,2015,김상수,키움 히어로즈,-0.27,2,0,0,1,0,1,0,0,5.0,8,6,30,10,3,0,1,5,0,0,2,0,0,0
214,2015,시스코,kt wiz,-0.28,17,0,0,5,0,6,0,2,39.0,34,27,185,43,4,2,5,25,1,4,42,0,11,0
215,2015,찰리,NC 다이노스,-0.31,12,0,0,12,4,5,0,0,53.1,39,34,245,67,14,1,8,19,0,7,29,0,1,80000
216,2015,장필준,삼성 라이온즈,-0.31,2,0,0,1,0,0,0,0,4.0,7,7,22,10,2,0,2,0,0,0,4,0,0,0
217,2015,주권,kt wiz,-0.37,15,0,0,3,0,2,0,0,24.1,26,23,123,43,10,1,6,9,0,2,13,0,2,0
218,2015,이원재,두산 베어스,-0.37,12,0,0,0,1,0,0,0,10.2,15,15,63,21,3,0,2,12,0,1,5,0,4,0
219,2015,장원삼,삼성 라이온즈,-0.37,26,0,0,25,10,9,0,0,136.2,96,88,599,151,32,2,29,50,1,1,107,0,3,75000
220,2015,오주원,키움 히어로즈,-0.43,9,0,0,4,0,2,0,0,18.1,19,19,96,31,6,0,4,12,0,1,11,0,3,0
221,2015,권오준,삼성 라이온즈,-0.44,30,0,0,0,0,0,0,0,28.0,27,25,131,33,9,0,5,9,1,5,24,0,2,0
222,2015,김사율,kt wiz,-0.45,21,0,0,0,0,0,0,0,25.2,28,23,126,40,13,2,4,11,1,2,24,0,3,0
223,2015,이상민,키움 히어로즈,-0.45,23,0,0,0,0,1,0,1,19.1,23,23,99,29,2,1,4,10,0,3,12,0,1,0
224,2015,이인복,롯데 자이언츠,-0.48,9,0,0,1,0,0,0,0,20.1,25,23,105,36,9,0,4,8,0,2,9,0,4,0
225,2015,문경찬,기아 타이거즈,-0.48,8,0,0,4,1,3,0,0,27.2,32,30,133,44,9,4,7,10,0,1,15,0,0,0
226,2015,장민익,두산 베어스,-0.48,4,0,0,0,0,0,0,0,4.0,14,13,31,11,0,0,4,8,0,0,4,0,1,0
227,2015,문성현,키움 히어로즈,-0.49,34,0,0,13,0,5,0,1,91.2,75,64,425,114,19,1,10,39,0,5,58,0,9,0
228,2015,임기준,기아 타이거즈,-0.5,17,0,0,6,1,3,0,0,34.0,32,25,175,39,9,0,4,27,0,12,26,0,4,0
229,2015,신용운,삼성 라이온즈,-0.5,35,0,0,0,1,1,0,2,25.2,23,20,131,35,5,0,2,16,2,2,22,0,5,0
230,2015,문광은,SK 와이번즈,-0.52,53,0,0,1,1,5,1,11,64.1,55,49,304,87,22,0,13,27,5,4,54,0,10,0
231,2015,송은범,한화 이글스,-0.53,33,0,0,14,2,9,4,1,70.1,59,55,341,103,22,2,10,30,0,4,48,1,11,45000
232,2015,송창식,한화 이글스,-0.56,64,0,0,10,8,7,0,11,109.0,82,78,503,115,20,0,29,64,5,7,87,1,8,0
233,2015,구승민,롯데 자이언츠,-0.58,11,0,0,3,0,2,0,0,29.0,33,33,140,46,4,2,9,9,0,2,20,0,4,0
234,2015,정인욱,삼성 라이온즈,-0.6,12,0,0,4,2,2,1,0,29.1,27,27,143,40,9,0,5,16,0,2,29,0,0,0
235,2015,정성곤,kt wiz,-0.7,20,0,0,15,2,6,0,0,58.0,58,55,300,81,15,0,12,51,0,1,41,1,2,0
236,2015,김성배,롯데 자이언츠,-0.7,45,0,0,0,2,3,1,5,39.2,34,34,188,51,16,0,2,19,3,2,33,1,0,0
237,2015,노건우,NC 다이노스,-0.73,17,0,0,3,1,2,0,0,23.2,28,28,122,33,4,1,8,23,0,0,25,0,4,0
238,2015,마야,두산 베어스,-0.91,13,1,1,13,2,5,0,0,68.1,62,62,317,83,13,3,6,31,2,5,62,3,1,0
239,2015,유창식,기아 타이거즈,-0.96,27,0,0,12,0,8,0,0,54.2,53,48,268,67,12,0,9,40,0,3,34,0,8,0
240,2015,어윈,kt wiz,-1.05,12,0,0,12,1,7,0,0,56.0,57,54,271,90,20,1,10,21,0,2,41,0,2,0
241,2015,김택형,키움 히어로즈,-1.07,37,0,0,10,4,4,0,2,58.0,58,51,293,79,10,1,7,42,0,6,55,0,9,0
242,2015,진야곱,두산 베어스,-1.3,47,0,0,14,5,9,0,4,102.2,88,80,486,120,26,0,12,68,0,3,108,4,9,0
243,2015,배영수,한화 이글스,-1.55,32,0,0,21,4,11,0,1,101.0,93,79,469,124,19,1,21,39,0,14,56,0,6,55000
244,2016,헥터,기아 타이거즈,6.64,31,3,1,31,15,5,0,0,206.2,88,78,868,211,34,3,7,51,0,6,139,0,7,170000
245,2016,니퍼트,두산 베어스,5.97,28,1,1,27,22,3,0,0,167.2,61,55,701,151,19,3,15,57,0,9,142,0,8,120000
246,2016,켈리,SK 와이번즈,5.95,31,0,0,31,9,8,0,0,200.1,91,82,846,205,35,3,15,60,0,7,152,2,8,75000
247,2016,양현종,기아 타이거즈,5.69,31,3,0,31,10,12,0,0,200.1,96,82,850,191,31,2,19,77,0,2,146,2,6,75000
248,2016,장원준,두산 베어스,5.67,27,0,0,27,15,6,0,0,168.0,66,62,727,161,23,6,14,76,0,9,137,0,8,100000
249,2016,신재영,키움 히어로즈,5.08,30,0,0,30,15,7,0,0,168.2,76,73,718,192,35,6,19,21,0,11,99,1,2,0
250,2016,해커,NC 다이노스,4.88,23,0,0,23,13,3,0,0,140.2,57,54,587,132,18,1,14,31,0,10,119,0,5,60000
251,2016,보우덴,두산 베어스,4.78,30,1,1,30,18,7,0,0,180.0,83,76,742,159,24,2,17,54,0,6,160,2,8,65000
252,2016,피어밴드,kt wiz,4.16,31,0,0,30,7,13,0,0,182.0,97,90,803,231,39,1,23,48,0,10,144,3,6,35000
253,2016,유희관,두산 베어스,4.13,30,0,0,29,15,6,0,0,185.2,95,91,809,212,39,3,22,58,0,6,102,0,5,40000
254,2016,윤성환,삼성 라이온즈,4.13,28,1,0,28,11,10,0,0,180.0,95,87,767,202,35,3,25,41,0,13,85,1,6,80000
255,2016,류제국,LG 트윈스,3.7,29,1,1,29,13,11,0,0,161.1,83,77,701,152,25,0,14,70,0,21,138,0,13,0
256,2016,김광현,SK 와이번즈,3.69,27,1,0,21,11,8,0,1,137.0,68,59,583,139,21,2,17,41,2,6,116,0,3,85000
257,2016,레일리,롯데 자이언츠,3.52,31,1,1,31,8,10,0,0,184.2,105,89,808,207,36,4,21,51,1,17,147,2,5,63000
258,2016,스튜어트,NC 다이노스,3.29,27,0,0,27,12,8,0,0,150.0,79,76,653,160,20,0,11,55,1,8,118,0,4,0
259,2016,정우람,한화 이글스,3.26,61,0,0,0,8,5,16,1,81.0,33,30,331,64,14,1,7,26,6,4,85,1,5,120000
260,2016,임창민,NC 다이노스,3.25,65,0,0,0,1,3,26,6,70.0,22,20,302,61,9,0,5,30,0,5,91,1,8,0
261,2016,차우찬,삼성 라이온즈,3.18,24,1,0,24,12,6,0,0,152.1,87,80,671,168,30,2,16,65,0,8,120,0,5,40000
262,2016,김세현,키움 히어로즈,2.99,62,0,0,0,2,0,36,0,62.1,19,18,254,66,7,2,2,7,0,0,50,0,4,0
263,2016,심창민,삼성 라이온즈,2.79,62,0,0,0,2,6,25,4,72.2,29,24,303,59,11,0,6,26,3,4,76,1,1,0
264,2016,권혁,한화 이글스,2.79,66,0,0,0,6,2,3,13,95.1,45,41,418,93,17,2,5,42,5,7,77,1,2,45000
265,2016,린드블럼,롯데 자이언츠,2.69,30,1,0,30,10,13,0,0,177.1,109,104,791,197,36,6,28,77,0,9,148,0,7,120000
266,2016,밴헤켄,키움 히어로즈,2.67,12,0,0,12,7,3,0,0,72.0,29,27,287,55,14,0,10,19,0,5,81,0,1,65000
267,2016,주권,kt wiz,2.67,28,1,1,26,6,8,0,0,134.0,80,76,594,162,36,3,14,44,0,5,63,1,2,0
268,2016,소사,LG 트윈스,2.63,33,0,0,33,10,9,0,0,199.0,121,114,870,258,47,8,12,38,2,9,107,0,6,50000
269,2016,장민재,한화 이글스,2.41,48,0,0,13,6,6,0,1,119.1,66,62,542,133,13,2,15,67,0,4,92,1,3,0
270,2016,윤희상,SK 와이번즈,2.4,23,0,0,22,9,6,0,0,122.2,69,66,540,143,18,2,18,44,0,6,74,1,5,0
271,2016,이태양,한화 이글스,2.38,29,0,0,25,5,8,1,0,112.1,66,62,512,128,20,0,15,62,1,3,60,0,2,0
272,2016,이정민,롯데 자이언츠,2.37,68,0,0,0,5,2,2,9,77.0,29,27,326,83,13,1,6,21,1,5,60,0,5,0
273,2016,원종현,NC 다이노스,2.31,54,0,0,0,3,3,3,17,70.2,26,25,283,51,8,0,4,18,0,3,75,0,4,0
274,2016,이재학,NC 다이노스,2.23,26,0,0,24,12,4,0,0,127.2,72,65,569,140,16,2,19,54,0,6,134,0,3,0
275,2016,허프,LG 트윈스,2.07,13,0,0,11,7,2,0,1,74.2,34,26,299,72,11,2,2,9,0,1,46,0,0,55000
276,2016,임정우,LG 트윈스,2.06,67,0,0,0,3,8,28,0,70.2,31,30,317,73,10,2,5,36,4,6,87,0,6,0
277,2016,박희수,SK 와이번즈,1.94,51,0,0,0,4,5,26,0,54.2,23,20,237,43,6,0,3,26,3,5,37,0,2,0
278,2016,김지용,LG 트윈스,1.92,51,0,0,0,3,4,0,17,63.0,25,25,258,52,10,1,9,18,3,5,56,0,4,0
279,2016,장현식,NC 다이노스,1.84,37,0,0,5,1,3,0,1,76.1,40,38,331,68,13,2,5,43,0,2,59,0,13,0
280,2016,코엘로,키움 히어로즈,1.75,12,0,0,12,6,5,0,0,62.0,29,26,271,50,7,0,6,42,0,2,46,0,0,0
281,2016,채병용,SK 와이번즈,1.67,68,0,0,0,6,3,2,9,83.2,43,40,345,77,14,1,9,29,1,3,67,0,2,25000
282,2016,정재훈,두산 베어스,1.62,46,0,0,0,1,5,2,23,52.1,21,19,219,43,10,1,3,17,1,5,56,0,2,0
283,2016,지크,기아 타이거즈,1.54,30,0,0,29,10,13,0,0,152.0,104,89,705,188,30,1,16,68,0,5,125,1,5,0
284,2016,구창모,NC 다이노스,1.54,39,0,0,9,4,1,0,1,68.2,32,32,296,61,11,0,9,37,0,2,67,2,9,0
285,2016,홍건희,기아 타이거즈,1.52,50,0,0,9,4,4,4,5,90.1,53,50,407,103,17,1,10,41,2,1,83,0,8,0
286,2016,김진성,NC 다이노스,1.52,69,0,0,0,6,8,1,14,84.1,44,42,347,79,11,3,15,16,0,2,100,1,8,0
287,2016,최영필,기아 타이거즈,1.51,54,0,0,3,4,3,2,10,57.1,26,23,249,74,11,1,6,8,0,3,54,0,5,0
288,2016,손승락,롯데 자이언츠,1.42,48,0,0,0,7,3,20,0,50.2,25,24,232,61,6,1,5,24,4,3,48,1,5,70000
289,2016,김상수,키움 히어로즈,1.42,67,0,0,0,6,5,0,21,74.0,40,38,331,77,14,4,6,34,2,1,76,0,2,0
290,2016,맥그레거,키움 히어로즈,1.36,14,0,0,14,6,3,0,0,90.0,56,52,385,108,17,0,13,20,0,2,61,1,3,0
291,2016,최금강,NC 다이노스,1.34,52,0,0,11,11,4,2,4,108.0,65,60,486,123,23,2,13,36,0,8,84,2,6,0
292,2016,김주한,SK 와이번즈,1.3,39,0,0,1,3,1,1,2,59.1,28,28,254,62,11,1,6,14,0,4,50,1,3,0
293,2016,송창식,한화 이글스,1.21,66,0,0,1,8,5,0,8,97.2,61,54,437,97,11,2,10,45,0,10,77,0,7,0
294,2016,윤명준,두산 베어스,1.21,55,0,0,0,4,0,2,11,57.0,25,25,239,51,12,3,5,17,1,3,39,0,4,0
295,2016,권오준,삼성 라이온즈,1.2,41,0,0,0,1,3,0,7,46.1,20,20,194,48,5,2,9,11,0,3,35,0,1,0
296,2016,이태양,NC 다이노스,1.19,10,0,0,10,2,2,0,0,47.0,22,22,209,44,7,1,7,26,1,8,27,0,0,0
297,2016,마정길,키움 히어로즈,1.16,61,0,0,0,6,1,0,12,63.2,33,29,282,61,16,2,10,34,0,4,52,0,1,0
298,2016,오주원,키움 히어로즈,1.09,55,0,0,0,3,2,2,7,51.0,25,25,220,50,7,1,3,17,0,4,40,0,0,0
299,2016,이보근,키움 히어로즈,1.06,67,0,0,0,5,7,0,25,64.2,36,32,290,69,13,3,3,27,1,6,56,0,5,0
300,2016,마리몬,kt wiz,1.06,12,0,0,12,6,4,0,0,62.0,38,36,275,60,13,2,3,29,0,6,45,0,8,0
301,2016,이민호,NC 다이노스,1.03,45,0,0,21,9,9,2,3,130.2,90,80,603,159,29,3,18,55,0,6,102,0,10,0
302,2016,김재윤,kt wiz,1.02,52,0,0,0,8,1,14,1,54.1,31,30,235,61,13,0,6,15,0,1,73,0,3,0
303,2016,박민석,NC 다이노스,1.01,21,0,0,0,0,0,1,3,21.2,4,4,90,10,2,0,2,11,0,6,27,0,2,0
304,2016,장필준,삼성 라이온즈,0.99,56,0,0,1,4,6,4,9,72.0,42,41,317,82,8,2,9,26,0,5,57,0,4,0
305,2016,박세웅,롯데 자이언츠,0.95,27,0,0,27,7,12,0,0,139.0,97,89,627,160,31,3,17,62,0,6,133,0,9,0
306,2016,윤석민,기아 타이거즈,0.88,16,1,0,3,2,2,1,6,31.0,14,11,139,36,2,1,1,8,0,5,26,0,1,125000
307,2016,임창용,기아 타이거즈,0.85,34,0,0,0,3,3,15,0,35.0,18,17,159,45,7,1,5,10,3,1,38,1,5,50000
308,2016,배우열,kt wiz,0.84,36,0,0,0,1,1,1,4,40.1,21,18,175,47,13,1,2,18,0,0,29,0,5,0
309,2016,김대우,삼성 라이온즈,0.83,67,0,0,0,6,0,0,11,66.0,39,37,295,82,17,0,8,19,1,6,37,0,2,0
310,2016,웹스터,삼성 라이온즈,0.8,12,0,0,12,4,4,0,0,71.0,48,45,325,72,16,2,10,47,0,3,59,1,4,0
311,2016,밴와트,kt wiz,0.77,28,0,0,27,6,13,0,0,134.2,103,89,614,172,27,4,21,49,0,4,92,0,6,0
312,2016,우규민,LG 트윈스,0.76,28,1,1,24,6,11,0,1,132.0,89,72,599,166,30,0,16,36,1,18,81,0,1,40000
313,2016,박시영,롯데 자이언츠,0.76,42,0,0,2,2,3,0,1,61.2,38,37,277,64,17,1,6,29,3,2,57,0,8,0
314,2016,백정현,삼성 라이온즈,0.75,70,0,0,4,6,3,0,9,68.2,44,44,306,73,12,2,9,30,0,2,77,0,4,0
315,2016,박진형,롯데 자이언츠,0.74,39,0,0,14,6,2,0,3,93.0,65,60,438,101,28,2,9,54,0,13,78,1,6,0
316,2016,진해수,LG 트윈스,0.73,75,0,0,0,0,4,1,17,54.0,30,28,254,57,10,1,5,37,4,2,54,0,1,0
317,2016,로저스,한화 이글스,0.73,6,1,0,6,2,3,0,0,37.2,22,18,160,42,8,0,3,12,0,2,24,3,0,170000
318,2016,카스티요,한화 이글스,0.71,20,0,0,15,7,4,0,0,84.0,62,60,393,106,14,0,7,40,0,10,60,0,4,0
319,2016,김광수,기아 타이거즈,0.7,54,0,0,0,2,6,7,14,52.1,31,30,241,67,10,1,5,22,1,0,39,0,2,0
320,2016,박종훈,SK 와이번즈,0.69,28,0,0,28,8,13,0,0,140.0,102,88,650,141,24,3,17,91,0,23,104,0,4,0
321,2016,하영민,키움 히어로즈,0.69,11,0,0,1,1,1,0,1,28.2,12,10,121,33,11,1,2,9,0,2,15,0,1,0
322,2016,김윤동,기아 타이거즈,0.65,31,0,0,5,0,3,2,2,53.0,33,32,242,48,8,0,9,38,0,3,47,0,4,0
323,2016,박정진,한화 이글스,0.63,77,0,0,1,4,4,0,6,84.0,58,52,374,96,14,1,11,33,2,2,85,0,9,30000
324,2016,배장호,롯데 자이언츠,0.63,19,0,0,0,0,0,0,1,23.2,10,10,104,26,6,0,1,10,1,4,11,0,0,0
325,2016,이창재,kt wiz,0.62,47,0,0,0,3,1,1,2,40.1,24,23,182,48,6,3,6,15,0,2,38,0,3,0
326,2016,박주현,키움 히어로즈,0.61,30,0,0,23,7,5,0,0,119.0,89,84,538,153,28,1,19,37,0,8,71,1,5,0
327,2016,최동환,LG 트윈스,0.56,26,0,0,0,2,0,1,0,34.2,18,17,151,30,5,0,2,15,0,4,22,0,5,0
328,2016,홍성민,롯데 자이언츠,0.56,52,0,0,0,1,1,2,5,42.1,24,21,185,45,13,0,5,16,3,1,30,0,3,0
329,2016,심재민,kt wiz,0.53,59,0,0,0,2,3,0,7,54.1,36,33,255,75,12,2,4,24,0,5,30,0,1,0
330,2016,박민호,SK 와이번즈,0.52,32,0,0,0,0,1,0,3,36.2,20,20,159,40,5,1,4,9,1,4,18,0,0,0
331,2016,정대훈,한화 이글스,0.51,36,0,0,0,1,0,0,0,38.2,24,21,171,47,13,0,3,10,1,1,26,0,1,0
332,2016,김건태,키움 히어로즈,0.5,34,0,0,4,1,5,0,0,63.1,44,37,288,71,7,2,9,29,0,6,28,0,5,0
333,2016,진야곱,두산 베어스,0.49,55,0,0,2,5,2,1,4,62.0,38,34,294,68,14,1,8,40,0,1,56,0,4,0
334,2016,고영표,kt wiz,0.47,53,0,0,0,2,4,0,5,56.1,38,35,260,65,9,4,6,19,0,10,62,1,0,0
335,2016,이동현,LG 트윈스,0.45,46,0,0,0,4,3,2,5,43.1,26,26,195,54,13,0,5,14,3,3,38,0,3,60000
336,2016,황덕균,키움 히어로즈,0.44,7,0,0,0,1,0,0,0,16.1,6,6,68,13,2,0,3,7,0,1,3,0,0,0
337,2016,신승현,LG 트윈스,0.43,49,0,0,0,3,1,1,9,45.1,26,25,199,41,9,1,3,24,3,4,31,0,3,0
338,2016,김현우,삼성 라이온즈,0.42,17,0,0,0,1,0,0,0,20.2,9,8,91,26,3,0,3,4,0,2,19,0,1,0
339,2016,송은범,한화 이글스,0.4,30,0,0,27,2,11,0,1,122.0,95,87,562,159,21,1,13,49,1,5,85,0,11,45000
340,2016,정영일,SK 와이번즈,0.39,21,0,0,0,1,0,0,1,24.2,13,13,99,16,4,0,3,12,0,3,18,0,1,0
341,2016,심수창,한화 이글스,0.37,66,0,0,10,5,5,2,6,113.1,86,75,529,138,23,1,14,58,2,4,76,0,6,25000
342,2016,박세진,kt wiz,0.36,7,0,0,3,0,2,0,0,21.0,13,12,94,24,4,0,5,13,0,0,8,0,2,0
343,2016,봉중근,LG 트윈스,0.34,19,0,0,5,1,0,0,2,36.1,23,20,175,41,9,0,4,22,0,2,20,0,0,30000
344,2016,고원준,두산 베어스,0.34,14,0,0,4,1,1,0,1,24.2,15,15,114,31,3,0,2,11,0,5,21,0,0,0
345,2016,서진용,SK 와이번즈,0.34,25,0,0,0,0,0,0,3,26.2,16,14,120,26,4,0,3,13,2,2,30,0,5,0
346,2016,한승혁,기아 타이거즈,0.33,36,0,0,0,3,2,1,9,33.1,21,18,152,36,7,1,3,19,1,2,31,0,8,0
347,2016,김선규,NC 다이노스,0.33,17,0,0,0,1,0,0,0,15.1,6,5,70,20,3,0,1,8,0,1,6,0,1,0
348,2016,허준혁,두산 베어스,0.33,28,0,0,15,4,7,0,0,89.1,61,56,410,106,25,2,17,39,0,7,56,0,2,0
349,2016,박정배,SK 와이번즈,0.32,49,0,0,0,2,3,2,11,51.2,34,31,223,55,17,1,6,17,1,3,26,0,7,0
350,2016,송신영,한화 이글스,0.31,11,0,0,3,0,1,0,0,14.1,8,8,65,24,5,0,1,2,0,1,7,0,0,0
351,2016,로위,kt wiz,0.3,14,0,0,13,3,6,0,0,60.0,46,42,295,74,11,0,6,39,0,5,68,1,8,0
352,2016,김사율,kt wiz,0.3,25,0,0,0,0,1,1,1,30.1,20,18,143,29,6,1,4,17,2,2,27,0,3,20000
353,2016,배재환,NC 다이노스,0.29,11,0,0,1,1,1,0,0,22.0,11,10,90,17,4,0,1,9,0,0,15,0,2,0
354,2016,홍성용,kt wiz,0.29,67,0,0,0,2,2,2,12,46.1,32,31,221,66,7,3,8,19,0,4,33,0,0,0
355,2016,전인환,LG 트윈스,0.29,5,0,0,0,0,0,0,0,6.1,0,0,26,4,1,0,0,3,0,1,5,0,1,0
356,2016,정찬헌,LG 트윈스,0.28,6,0,0,0,0,0,0,0,8.0,3,3,34,7,2,0,0,3,0,1,4,0,2,0
357,2016,김태훈,SK 와이번즈,0.27,15,0,0,2,0,1,0,0,14.2,7,7,72,15,2,0,1,12,2,1,9,0,4,0
358,2016,임대한,삼성 라이온즈,0.26,26,0,0,0,0,1,0,0,28.0,18,16,126,33,3,0,2,14,0,2,13,0,1,0
359,2016,김진우,기아 타이거즈,0.26,11,0,0,0,2,1,0,2,15.0,8,8,65,16,4,0,3,5,1,2,10,0,2,0
360,2016,이용찬,두산 베어스,0.26,5,0,0,0,1,0,0,2,6.2,2,2,26,7,2,0,0,0,0,0,5,1,0,0
361,2016,금민철,키움 히어로즈,0.25,14,0,0,2,1,1,0,0,26.1,16,15,125,36,4,1,2,9,0,1,16,0,2,0
362,2016,정대현,롯데 자이언츠,0.24,24,0,0,0,1,0,0,8,17.1,10,10,85,24,4,0,3,13,2,0,7,0,0,32000
363,2016,김건한,삼성 라이온즈,0.24,3,0,0,3,1,0,0,0,9.2,5,4,44,9,3,0,1,3,0,1,7,0,0,0
364,2016,이현승,두산 베어스,0.24,56,0,0,0,1,4,25,1,57.2,36,31,260,65,10,2,8,17,3,7,41,1,2,40000
365,2016,윤규진,한화 이글스,0.24,41,0,0,16,7,7,1,3,100.1,78,76,472,125,16,2,19,54,3,8,74,0,4,0
366,2016,김명찬,기아 타이거즈,0.23,11,0,0,0,0,0,0,1,13.0,7,7,59,17,4,0,1,4,0,1,10,0,2,0
367,2016,전유수,SK 와이번즈,0.22,46,0,0,0,2,4,0,3,54.1,38,31,255,67,12,2,6,29,4,0,45,0,1,0
368,2016,김승회,SK 와이번즈,0.22,23,0,0,0,1,1,0,4,24.1,16,16,105,29,4,1,4,9,1,0,19,0,2,22000
369,2016,정수민,NC 다이노스,0.19,15,0,0,11,3,3,0,0,48.0,34,33,223,59,8,1,4,29,0,5,31,0,2,0
370,2016,송창현,한화 이글스,0.19,11,0,0,0,0,0,0,0,10.2,6,6,46,9,2,0,0,6,0,0,11,0,1,0
371,2016,김강률,두산 베어스,0.18,25,0,0,0,0,2,0,4,28.0,18,16,125,31,5,2,2,17,0,2,21,0,7,0
372,2016,이재우,한화 이글스,0.17,15,0,0,3,0,1,0,0,25.1,20,17,122,34,5,1,9,14,1,3,18,0,0,0
373,2016,임기준,기아 타이거즈,0.17,19,0,0,6,0,2,1,1,31.1,23,21,158,37,5,1,2,33,1,4,15,0,1,0
374,2016,박준표,기아 타이거즈,0.15,46,0,0,2,4,0,0,5,51.2,39,36,238,60,11,1,4,22,3,8,33,0,2,0
375,2016,최성영,NC 다이노스,0.15,7,0,0,0,0,0,0,0,4.2,1,1,21,8,1,0,0,2,0,0,4,1,0,0
376,2016,홍상삼,두산 베어스,0.14,11,0,0,0,0,1,5,1,12.0,7,7,54,12,1,0,0,9,0,0,17,0,0,22000
377,2016,정용준,키움 히어로즈,0.14,5,0,0,0,0,0,0,0,9.0,5,4,40,8,1,1,1,5,0,0,3,0,1,0
378,2016,박민규,삼성 라이온즈,0.14,6,0,0,0,0,0,0,0,6.1,3,3,29,7,1,0,0,5,0,0,4,0,1,0
379,2016,안상빈,kt wiz,0.13,11,0,0,0,0,0,0,0,12.0,8,8,57,11,4,0,2,9,0,2,12,0,1,0
380,2016,신재웅,SK 와이번즈,0.12,35,0,0,0,0,1,0,4,18.0,12,11,91,16,1,0,4,17,1,3,17,0,3,0
381,2016,김정인,키움 히어로즈,0.11,2,0,0,1,0,0,0,0,2.0,0,0,13,3,0,0,0,3,0,1,1,0,0,0
382,2016,정동현,기아 타이거즈,0.11,9,0,0,3,1,2,0,0,18.0,13,12,79,20,7,0,2,6,1,2,4,0,0,0
383,2016,민태호,NC 다이노스,0.11,25,0,0,0,2,0,0,1,28.1,20,19,131,33,9,0,2,15,0,4,18,0,0,0
384,2016,임찬규,LG 트윈스,0.1,15,0,0,10,3,3,0,1,47.0,35,34,215,46,11,1,6,32,0,6,38,0,6,0
385,2016,홍성무,kt wiz,0.1,8,0,0,0,0,0,0,0,9.0,6,4,40,11,3,1,2,1,0,0,12,0,0,0
386,2016,윤길현,롯데 자이언츠,0.1,62,0,0,0,7,7,2,16,60.0,42,40,275,75,17,3,8,22,2,2,50,1,3,50000
387,2016,김성배,두산 베어스,0.09,39,0,0,0,0,1,1,5,37.1,26,25,184,59,8,1,5,19,0,2,27,0,1,0
388,2016,조한욱,SK 와이번즈,0.09,2,0,0,0,0,0,0,0,2.1,0,0,12,1,0,0,0,4,0,0,2,0,1,0
389,2016,김승현,삼성 라이온즈,0.08,2,0,0,0,0,0,0,0,2.0,0,0,7,1,0,0,0,0,0,0,1,0,0,0
390,2016,이정담,SK 와이번즈,0.08,6,0,0,0,0,0,0,0,5.1,3,3,24,6,2,0,1,2,0,0,0,0,0,0
391,2016,강영식,롯데 자이언츠,0.08,24,0,0,0,0,2,0,5,11.2,8,7,55,13,2,0,2,9,0,0,11,0,0,30000
392,2016,이동걸,한화 이글스,0.07,5,0,0,0,0,0,0,0,5.0,3,3,23,6,1,0,2,2,0,0,1,0,1,0
393,2016,박종윤,키움 히어로즈,0.05,1,0,0,1,0,0,0,0,2.0,1,1,13,5,0,0,0,2,0,0,0,0,0,0
394,2016,정재원,한화 이글스,0.05,14,0,0,0,0,0,0,0,21.1,19,18,102,28,7,0,2,9,1,1,16,0,3,0
395,2016,배민관,LG 트윈스,0.05,2,0,0,0,0,0,0,0,5.2,4,4,23,5,1,0,3,1,0,0,1,0,0,0
396,2016,김기태,삼성 라이온즈,0.05,17,0,0,15,4,4,0,0,75.0,61,59,343,94,18,1,20,22,0,10,34,0,2,0
